genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,release_year,title_norm
[99],412420,en,One Nation Under Trump,0.696,2016-08-14,One Nation Under Trump,6.3,3,2016,one nation under trump
"[9648, 14, 27]",356527,pt,13 Histórias Estranhas,0.696,2016-10-15,13 Weird Stories,6.0,2,2016,13 weird stories
[18],425555,en,1st Strike,0.696,2016-09-01,1st Strike,5.0,3,2016,1st strike
[],468679,en,The Push,0.696,2016-07-16,The Push,3.0,1,2016,the push
[10402],405224,en,Coldplay: Live at Glastonbury 2016,0.695,2016-06-26,Coldplay: Live at Glastonbury 2016,10.0,3,2016,coldplay live at glastonbury 2016
[18],405632,en,Bad Dad Rehab,0.695,2016-07-03,Bad Dad Rehab,5.7,3,2016,bad dad rehab
[18],400340,he,Yareach BeBayit 12,0.695,2016-05-27,Moon in the 12th House,5.7,3,2016,moon in the 12th house
"[28, 35, 14, 878]",424645,en,Escape from Pleasure Planet,0.695,2016-11-08,Escape from Pleasure Planet,4.3,3,2016,escape from pleasure planet
[99],393741,en,Hard Lovin' Woman,0.6940000000000001,2016-04-17,Hard Lovin' Woman,7.3,3,2016,hard lovin woman
[18],422117,pt,Por Trás do Céu,0.6940000000000001,2016-05-02,Por Trás do Céu,7.0,3,2016,por trs do cu
"[27, 35]",412542,en,Inside Scarlett,0.6940000000000001,2016-04-21,Inside Scarlett,7.0,3,2016,inside scarlett
[99],390766,en,Southwest of Salem: The Story of the San Antonio Four,0.6940000000000001,2016-04-15,Southwest of Salem: The Story of the San Antonio Four,6.3,3,2016,southwest of salem the story of the san antonio four
[99],390516,en,The Pistol Shrimps,0.6940000000000001,2016-04-14,The Pistol Shrimps,6.0,3,2016,the pistol shrimps
"[10770, 53, 9648, 80]",421875,en,Who Killed My Husband,0.6940000000000001,2016-10-16,Who Killed My Husband,4.8,6,2016,who killed my husband
[18],377354,en,God's Club,0.6940000000000001,2016-03-01,God's Club,4.0,3,2016,gods club
"[10749, 35, 18, 10751, 10402]",469105,en,Tie the Knot,0.6940000000000001,2016-05-04,Tie the Knot,3.7,3,2016,tie the knot
[10751],451075,en,Before All Others,0.693,2016-01-06,Before All Others,8.7,3,2016,before all others
[],381789,en,Snowbird,0.693,2016-02-02,Snowbird,7.0,3,2016,snowbird
"[80, 18, 35]",430197,en,Stevie D,0.693,2016-02-25,Stevie D,5.3,3,2016,stevie d
[99],360348,en,The Human Face of Big Data,0.6920000000000001,2016-02-24,The Human Face of Big Data,6.7,6,2016,the human face of big data
"[53, 18]",435478,en,If Looks Could Kill,0.6890000000000001,2016-12-31,If Looks Could Kill,4.0,1,2016,if looks could kill
"[35, 28]",239124,es,Investigación policial,0.687,2016-11-29,Investigación policial,6.2,3,2016,investigacin policial
[35],423080,en,The Golden Rut,0.6859999999999999,2016-10-16,The Golden Rut,6.0,1,2016,the golden rut
[35],429788,en,Aries Spears: Comedy Blueprint,0.6829999999999999,2016-11-24,Aries Spears: Comedy Blueprint,7.0,1,2016,aries spears comedy blueprint
[53],407342,en,I Am Hooligan,0.682,2016-09-05,I Am Hooligan,2.0,2,2016,i am hooligan
[],399062,en,Paranormal Sex Tape,0.682,2016-05-24,Paranormal Sex Tape,2.0,2,2016,paranormal sex tape
[53],390979,en,Paranormal Abduction,0.682,2016-04-08,Paranormal Abduction,2.0,1,2016,paranormal abduction
"[35, 10749]",441453,en,36 Hour Layover,0.68,2016-09-24,36 Hour Layover,10.0,1,2016,36 hour layover
"[35, 14, 27]",395435,en,Grace's Room,0.68,2016-03-10,Grace's Room,10.0,1,2016,graces room
"[99, 10402]",385823,en,Queen: A Night in Bohemia,0.679,2016-03-08,Queen: A Night in Bohemia,9.0,2,2016,queen a night in bohemia
[99],411223,en,First Lady of the Revolution,0.679,2016-08-27,First Lady of the Revolution,0.5,1,2016,first lady of the revolution
[99],400912,en,The Abundance Code,0.6779999999999999,2016-06-21,The Abundance Code,10.0,1,2016,the abundance code
[18],398111,en,Great Plains,0.677,2016-07-21,Great Plains,5.0,2,2016,great plains
[99],380694,en,Homegrown: The Counter-Terror Dilemma,0.6759999999999999,2016-02-08,Homegrown: The Counter-Terror Dilemma,8.0,1,2016,homegrown the counterterror dilemma
"[18, 9648]",416842,en,Twinflower,0.6759999999999999,2016-08-23,Twinflower,6.0,2,2016,twinflower
[35],414866,en,Elvis Lives!,0.6759999999999999,2016-08-16,Elvis Lives!,6.0,2,2016,elvis lives
[99],372979,en,Dying Laughing,0.6759999999999999,2017-02-24,Dying Laughing,5.8,8,2017,dying laughing
[27],418986,en,LOCAL58 - Contingency,0.675,2016-01-16,LOCAL58 - Contingency,8.0,1,2016,local58 contingency
[18],430926,en,Let Me In,0.675,2016-06-20,Let Me In,7.0,2,2016,let me in
[35],391375,es,The Bandit Hound,0.674,2016-04-12,The Bandit Hound,8.0,2,2016,the bandit hound
[99],391711,en,Imagining Zootopia,0.674,2016-04-05,Imagining Zootopia,6.5,2,2016,imagining zootopia
[99],388235,en,Spring Broke,0.674,2016-03-22,Spring Broke,6.0,2,2016,spring broke
[99],469741,en,The Funks,0.6729999999999999,2016-10-16,The Funks,6.0,1,2016,the funks
[18],421385,en,NY84,0.6729999999999999,2016-10-14,NY84,5.0,1,2016,ny84
[],409371,en,Home,0.672,2016-08-01,Home,7.0,1,2016,home
[28],399324,en,Gearheads,0.672,2016-01-15,Gearheads,3.5,2,2016,gearheads
"[16, 12, 28]",568653,en,The Controller,0.6709999999999999,2016-05-18,The Controller,7.0,1,2016,the controller
[35],397632,en,Sensitivity Training,0.6709999999999999,2016-06-05,Sensitivity Training,3.0,1,2016,sensitivity training
[18],393651,en,You Can Never Really Know Someone,0.67,2016-04-13,You Can Never Really Know Someone,4.0,1,2016,you can never really know someone
[],417677,en,The Sneak,0.67,2016-05-01,The Sneak,3.0,1,2016,the sneak
[],379808,en,Dogwalker,0.669,2016-01-24,Dogwalker,7.0,1,2016,dogwalker
"[53, 27]",379649,en,Survival Knife,0.669,2016-01-26,Survival Knife,4.0,1,2016,survival knife
[],394944,no,Ninas barn,0.6679999999999999,2016-04-10,Nina's Children,9.0,1,2016,ninas children
[99],461084,en,All the Rage (Saved by Sarno),0.6679999999999999,2016-11-12,All the Rage (Saved by Sarno),8.0,2,2016,all the rage
[28],223760,en,Fist of the Dragon,0.6679999999999999,2016-09-09,Fist of the Dragon,3.8,2,2016,fist of the dragon
"[53, 27]",485394,en,Dying To Kill,0.6679999999999999,2016-12-13,Dying To Kill,3.5,2,2016,dying to kill
[53],440957,en,It Lives in the Attic,0.6679999999999999,2016-11-12,It Lives in the Attic,3.0,2,2016,it lives in the attic
[35],483603,en,Working with Jigsaw,0.667,2016-10-10,Working with Jigsaw,9.0,2,2016,working with jigsaw
"[99, 18, 10751]",438225,en,Swim Team,0.667,2016-10-09,Swim Team,8.0,2,2016,swim team
[35],399280,en,Suicide Kale,0.667,2016-09-24,Suicide Kale,8.0,2,2016,suicide kale
[99],423224,en,You've Been Trumped Too,0.667,2016-10-28,You've Been Trumped Too,7.0,2,2016,youve been trumped too
[18],422135,zh,一句顶一万句,0.667,2016-11-04,Someone to Talk To,6.0,2,2016,someone to talk to
"[18, 35]",348373,en,Hot Air,0.667,2016-10-15,Hot Air,6.0,2,2016,hot air
[27],409299,en,Jungle Trap,0.667,2016-09-22,Jungle Trap,5.0,2,2016,jungle trap
[27],588629,en,Mimic,0.667,2016-10-31,Mimic,4.5,2,2016,mimic
[18],410167,en,A Moving Image,0.667,2016-06-05,A Moving Image,4.0,2,2016,a moving image
[],419326,en,The Night Visitor 2: Heather's Story,0.667,2016-10-04,The Night Visitor 2: Heather's Story,3.5,2,2016,the night visitor 2 heathers story
[27],405790,en,Voodoo Rising,0.667,2016-10-02,Voodoo Rising,1.5,2,2016,voodoo rising
"[28, 35]",444371,en,The Last Box,0.6659999999999999,2016-08-02,The Last Box,10.0,2,2016,the last box
[99],543435,de,Pioniere am Himmel: Das Rätsel um den ersten Flug,0.6659999999999999,2016-12-05,Who Flew First: Challenging the Wright Brother,8.0,2,2016,who flew first challenging the wright brother
[35],407613,en,Brian Posehn: Criminally Posehn,0.6659999999999999,2016-07-22,Brian Posehn: Criminally Posehn,7.0,2,2016,brian posehn criminally posehn
[],440207,en,We All Fall Down,0.6659999999999999,2016-08-12,We All Fall Down,6.5,2,2016,we all fall down
[99],407648,en,Meet the Donors: Does Money Talk?,0.6659999999999999,2016-08-01,Meet the Donors: Does Money Talk?,6.0,2,2016,meet the donors does money talk
"[18, 27, 10749]",407284,en,Brides to Be,0.6659999999999999,2016-07-22,Brides to Be,4.5,2,2016,brides to be
[],421645,en,Dark Waves,0.6659999999999999,2016-08-09,Dark Waves,4.0,2,2016,dark waves
[27],415661,en,Exscind,0.6659999999999999,2016-08-13,Exscind,4.0,2,2016,exscind
"[28, 10749]",429645,en,The Fight Within,0.6659999999999999,2016-08-12,The Fight Within,3.5,2,2016,the fight within
"[27, 53, 35]",408140,en,Blood Moon,0.6659999999999999,2016-07-25,Blood Moon,3.3,2,2016,blood moon
[18],397512,en,Last Man Club,0.665,2016-05-27,Last Man Club,10.0,2,2016,last man club
[],405241,en,CZW Tournament of Death XV,0.665,2016-06-11,CZW Tournament of Death XV,9.0,2,2016,czw tournament of death xv
[],411511,en,Star Wars: Generations,0.665,2016-07-08,Star Wars: Generations,8.0,2,2016,star wars generations
[99],404020,en,The World's Greatest Head Massage: An ASMR Journey,0.665,2016-07-08,The World's Greatest Head Massage: An ASMR Journey,6.5,2,2016,the worlds greatest head massage an asmr journey
"[53, 80, 9648]",483217,de,A Different Set of Cards,0.665,2016-05-20,A Different Set of Cards,6.0,2,2016,a different set of cards
[35],422559,en,Willie Barcena: The Truth Hurts,0.665,2016-07-01,Willie Barcena: The Truth Hurts,6.0,2,2016,willie barcena the truth hurts
"[28, 35, 27]",401139,en,The Killer in the House,0.665,2016-05-21,The Killer in the House,5.3,2,2016,the killer in the house
[],417698,en,Premonition,0.665,2016-07-07,Premonition,1.5,2,2016,premonition
"[10749, 35]",361191,en,The Dog Wedding,0.664,2016-03-11,The Dog Wedding,10.0,2,2016,the dog wedding
"[878, 35]",391651,en,M.O.P.Z.,0.664,2016-04-04,M.O.P.Z.,9.0,2,2016,mopz
[18],384150,en,Singing with Angels,0.664,2016-03-11,Singing with Angels,7.0,2,2016,singing with angels
"[18, 35]",382400,en,Dance Camp,0.664,2016-02-10,Dance Camp,6.5,9,2016,dance camp
[35],391329,ml,കിംഗ് ലയർ,0.664,2016-04-15,King Liar,6.0,2,2016,king liar
[18],360189,en,Spaceship,0.664,2016-03-12,Spaceship,6.0,2,2016,spaceship
"[10402, 99]",386434,en,These C*cksucking Tears,0.664,2016-03-12,These C*cksucking Tears,5.5,2,2016,these ccksucking tears
[],393774,en,A Song for your Mixtape,0.664,2016-04-20,A Song for your Mixtape,5.0,2,2016,a song for your mixtape
"[878, 28, 27]",407303,en,Quadrant 9EV9,0.664,2016-03-01,Quadrant 9EV9,3.5,2,2016,quadrant 9ev9
"[53, 28]",444480,es,Slammed!,0.664,2016-03-01,Slammed!,3.0,2,2016,slammed
[18],394493,en,Dragonfly,0.664,2016-04-10,Dragonfly,3.0,2,2016,dragonfly
[],390870,en,ASMR Charlie Rose Barbershop Role Play,0.664,2016-03-31,ASMR Charlie Rose Barbershop Role Play,1.5,2,2016,asmr charlie rose barbershop role play
[27],464431,en,The Wilding,0.6629999999999999,2016-01-01,The Wilding,10.0,2,2016,the wilding
[99],428168,en,Revelation: Dawn of Global Government,0.6629999999999999,2016-02-19,Revelation: Dawn of Global Government,10.0,2,2016,revelation dawn of global government
[99],484874,en,Deep Ocean: Lights in the Abyss,0.6629999999999999,2016-01-01,Deep Ocean: Lights in the Abyss,9.0,2,2016,deep ocean lights in the abyss
[99],379700,fa,Royahaye Dame Sobh,0.6629999999999999,2016-03-04,Starless Dreams,9.0,2,2016,starless dreams
"[28, 27]",380045,en,Trailer Trauma,0.6629999999999999,2016-01-05,Trailer Trauma,8.5,2,2016,trailer trauma
[99],533519,en,Rise of the Robots,0.6629999999999999,2016-02-24,Rise of the Robots,7.5,2,2016,rise of the robots
[99],377289,en,Great Big Beautiful Tomorrow: The Futurism of Walt Disney,0.6629999999999999,2016-01-09,Great Big Beautiful Tomorrow: The Futurism of Walt Disney,6.0,2,2016,great big beautiful tomorrow the futurism of walt disney
[27],348236,en,The Musk,0.6629999999999999,2016-01-12,The Musk,5.0,2,2016,the musk
[18],392984,en,94 Feet,0.6629999999999999,2016-01-29,94 Feet,3.8,2,2016,94 feet
"[99, 36]",411278,en,Passfire,0.6559999999999999,2016-08-08,Passfire,7.3,10,2016,passfire
"[16, 10751]",279387,pt,As Aventuras do Avião Vermelho,0.6559999999999999,2016-05-03,Adventures on the Red Plane,2.8,2,2016,adventures on the red plane
"[18, 35]",340220,en,Fools,0.654,2016-04-09,Fools,4.0,1,2016,fools
[99],429324,en,Expedition Mars,0.6509999999999999,2016-11-16,Expedition Mars,8.0,1,2016,expedition mars
[18],382009,en,Silent Cry Aloud,0.65,2016-02-02,Silent Cry Aloud,10.0,1,2016,silent cry aloud
[12],429144,en,Escape from Calypso Island,0.649,2016-10-31,Escape from Calypso Island,1.0,1,2016,escape from calypso island
[99],414701,en,The Giant's Dream: The Making of the Iron Giant,0.648,2016-09-06,The Giant's Dream: The Making of the Iron Giant,6.0,1,2016,the giants dream the making of the iron giant
[],373858,en,1 Interrogation,0.645,2016-12-31,1 Interrogation,0.0,1,2016,1 interrogation
[99],429884,en,The Future of Cities,0.644,2016-12-08,The Future of Cities,8.0,1,2016,the future of cities
[],425735,en,Below the Belt With Kevin Heffernan & Steve Lemme,0.644,2016-11-11,Below the Belt With Kevin Heffernan & Steve Lemme,6.0,1,2016,below the belt with kevin heffernan steve lemme
[18],392628,en,Karen Kingsbury's A Time to Dance,0.644,2016-05-15,Karen Kingsbury's A Time to Dance,3.5,6,2016,karen kingsburys a time to dance
[],312476,en,The Rangers,0.644,2016-12-01,The Rangers,0.0,1,2016,the rangers
[],520730,en,When the Starlight Ends,0.643,2016-10-14,When the Starlight Ends,7.0,1,2016,when the starlight ends
"[80, 9648, 53]",567041,en,Frame Switch,0.643,2016-09-19,Frame Switch,2.0,1,2016,frame switch
"[53, 27]",346546,en,Rhonda Rides to Hell,0.643,2016-10-13,Rhonda Rides to Hell,0.0,1,2016,rhonda rides to hell
"[18, 28, 10751, 14]",423156,en,Sidekick,0.642,2016-10-28,Sidekick,7.7,8,2016,sidekick
[27],433640,ja,コープスパーティー Book of Shadows,0.6409999999999999,2016-07-30,Corpse Party: Book Of Shadows,7.0,1,2016,corpse party book of shadows
"[10749, 16, 35]",412394,en,The Wishgranter,0.6409999999999999,2016-07-29,The Wishgranter,7.0,8,2016,the wishgranter
"[18, 878]",444915,en,Beautiful Dreamer,0.64,2016-06-10,Beautiful Dreamer,8.0,1,2016,beautiful dreamer
"[35, 27]",414600,en,Blood Bath,0.64,2016-05-24,Blood Bath,3.0,1,2016,blood bath
"[53, 18]",411300,en,The Secret She Kept,0.64,2016-07-10,The Secret She Kept,3.0,1,2016,the secret she kept
[27],399398,en,Drunk,0.639,2016-04-24,Drunk,10.0,1,2016,drunk
"[35, 18]",378518,en,Chemical Cut,0.639,2016-01-24,Chemical Cut,10.0,1,2016,chemical cut
"[35, 27]",483035,en,Misdirection: The Horror Comedy,0.639,2016-03-25,Misdirection: The Horror Comedy,6.0,1,2016,misdirection the horror comedy
[35],396608,en,Bryan Callen: Never Grow Up,0.639,2016-05-04,Bryan Callen: Never Grow Up,6.0,1,2016,bryan callen never grow up
"[878, 16, 14, 10402]",382915,en,Night Stalker,0.639,2016-02-09,Night Stalker,6.0,1,2016,night stalker
[18],361076,es,El acompañante,0.639,2016-03-11,The Companion,5.0,1,2016,the companion
[27],438055,en,Cannibal Claus,0.639,2016-12-25,Cannibal Claus,4.0,1,2016,cannibal claus
"[35, 80]",376078,en,Stickey,0.639,2016-12-24,Stickey,0.0,1,2016,stickey
[99],302808,en,Wrestling with Disaster,0.639,2016-12-31,Wrestling with Disaster,0.0,1,2016,wrestling with disaster
[10402],593879,en,Britney Spears: Triple Ho Show,0.638,2016-12-03,Britney Spears: Triple Ho Show,10.0,1,2016,britney spears triple ho show
"[12, 35, 18]",505437,en,Production Problems: The Motion Picture,0.638,2016-02-12,Production Problems: The Motion Picture,10.0,1,2016,production problems the motion picture
[],441609,en,Leonard Cohen: The Live Broadcast Sessions 1985-1993,0.638,2016-11-18,Leonard Cohen: The Live Broadcast Sessions 1985-1993,10.0,1,2016,leonard cohen the live broadcast sessions 19851993
"[35, 9648]",434081,en,Death by Potato,0.638,2016-12-01,Death by Potato,10.0,1,2016,death by potato
[53],549198,en,Vehemence,0.638,2016-12-11,Vehemence,8.0,1,2016,vehemence
[18],439007,en,Three Days in August,0.638,2016-12-02,Three Days in August,6.0,1,2016,three days in august
[99],435454,en,Partners in Rhyme: The True Story of “Infinite”,0.638,2016-11-17,Partners in Rhyme: The True Story of “Infinite”,6.0,1,2016,partners in rhyme the true story of infinite
"[18, 878, 10749]",427928,en,Dream Girl,0.638,2016-11-22,Dream Girl,6.0,1,2016,dream girl
[99],417242,en,Silenced,0.638,2016-12-03,Silenced,6.0,1,2016,silenced
[27],449883,en,Camp Blood 666,0.638,2016-01-01,Camp Blood 666,4.0,1,2016,camp blood 666
"[35, 27]",458957,en,Shelved,0.638,2016-12-09,Shelved,2.0,1,2016,shelved
[27],440659,en,Catalina,0.638,2016-12-01,Catalina,2.0,1,2016,catalina
[],428660,en,Evan's Crime,0.638,2016-12-02,Evan's Crime,1.0,1,2016,evans crime
[],450573,en,On Edge,0.637,2016-09-17,On Edge,10.0,1,2016,on edge
"[12, 99]",423575,en,Reel Rock 11,0.637,2016-09-15,Reel Rock 11,10.0,1,2016,reel rock 11
"[16, 12]",556623,en,Nine,0.637,2016-09-29,Nine,9.0,1,2016,nine
"[9648, 80]",573146,en,Valley of the Dead,0.637,2016-10-06,Valley of the Dead,8.0,1,2016,valley of the dead
"[27, 18]",450230,en,The Eternal,0.637,2016-09-26,The Eternal,8.0,1,2016,the eternal
[27],442076,en,The Void,0.637,2016-09-22,The Void,8.0,1,2016,the void
"[53, 878]",423255,en,Patient 62,0.637,2016-10-07,Patient 62,8.0,1,2016,patient 62
[99],443781,en,Sacred,0.637,2016-11-12,Sacred,7.0,1,2016,sacred
"[18, 80, 53]",424834,en,Dead Bullet,0.637,2016-10-08,Dead Bullet,7.0,1,2016,dead bullet
[],419726,en,Now: End of Season,0.637,2016-10-07,Now: End of Season,7.0,1,2016,now end of season
[],390836,hi,CRD,0.637,2016-11-04,CRD,7.0,1,2016,crd
"[18, 14]",390444,en,Tree Hugger,0.637,2016-10-16,Tree Hugger,7.0,1,2016,tree hugger
"[18, 80, 28]",438257,en,Streets of Vengeance,0.637,2016-10-13,Streets of Vengeance,6.0,1,2016,streets of vengeance
[27],420928,en,Deep 6,0.637,2016-09-25,Deep 6,5.0,1,2016,deep 6
[27],416952,en,Givertaker,0.637,2016-09-23,Givertaker,5.0,1,2016,givertaker
[18],392900,en,Kepler's Dream,0.637,2016-10-07,Kepler's Dream,5.0,1,2016,keplers dream
[27],418912,en,Terrortory,0.637,2016-10-01,Terrortory,3.0,1,2016,terrortory
[27],556221,en,The Dollface Slasher,0.637,2016-10-29,The Dollface Slasher,2.0,1,2016,the dollface slasher
[35],422127,en,It's All Good,0.637,2016-10-21,It's All Good,0.0,1,2016,its all good
"[53, 80, 18]",461875,en,No Way to Live,0.636,2016-09-01,No Way to Live,9.0,1,2016,no way to live
[],412024,en,Still In The Cage,0.636,2016-08-18,Still In The Cage,7.5,1,2016,still in the cage
[],412912,en,The Circuit,0.636,2016-08-28,The Circuit,7.0,1,2016,the circuit
"[10749, 18]",445564,en,BAD,0.636,2016-08-26,BAD,6.0,1,2016,bad
[],434406,en,The Color Line,0.636,2016-07-26,The Color Line,6.0,1,2016,the color line
"[16, 10751]",424482,es,The Cat in the Hat Knows a Lot About Camping!,0.636,2016-07-25,The Cat in the Hat Knows a Lot About Camping!,5.0,1,2016,the cat in the hat knows a lot about camping
"[35, 18, 10749]",468226,en,Jenny: A Beach Movie,0.635,2016-07-08,Jenny: A Beach Movie,10.0,1,2016,jenny a beach movie
[99],438693,en,True Legends – Episode 2: The UnHoly See,0.635,2016-06-26,True Legends – Episode 2: The UnHoly See,10.0,1,2016,true legends episode 2 the unholy see
"[16, 99]",426889,en,Le Clitoris,0.635,2016-06-18,Le Clitoris,10.0,1,2016,le clitoris
[99],403285,en,UNCOUNTED - The Story of the California Election,0.635,2016-06-21,UNCOUNTED - The Story of the California Election,10.0,1,2016,uncounted the story of the california election
[18],399104,en,Solitary,0.635,2016-05-31,Solitary,10.0,1,2016,solitary
[99],396084,en,Hummus! the Movie,0.635,2016-05-24,Hummus! the Movie,10.0,1,2016,hummus the movie
"[35, 10749]",354273,en,Love Addict,0.635,2016-05-13,Love Addict,10.0,1,2016,love addict
[99],434446,en,The Journey: Mère Océan,0.635,2016-12-03,Mother Ocean,9.0,1,2016,mother ocean
"[18, 28]",565579,en,Where Love Found Me,0.635,2016-05-12,Where Love Found Me,8.0,1,2016,where love found me
[35],456735,en,Cinema Twain,0.635,2016-06-30,Cinema Twain,8.0,1,2016,cinema twain
"[80, 27]",445498,en,Roadside Assistance,0.635,2016-07-15,Roadside Assistance,7.0,1,2016,roadside assistance
[18],438931,en,Like Cotton Twines,0.635,2016-06-01,Like Cotton Twines,7.0,1,2016,like cotton twines
[],539845,en,The First American,0.635,2016-05-20,The First American,6.0,1,2016,the first american
"[80, 99, 9648]",539691,en,Adnan Syed: Innocent or Guilty?,0.635,2016-06-14,Adnan Syed: Innocent or Guilty?,6.0,1,2016,adnan syed innocent or guilty
[99],489868,en,Yayoi Kusama,0.635,2016-05-22,Yayoi Kusama,6.0,1,2016,yayoi kusama
[35],419190,en,Dramatic Relationships,0.635,2016-10-02,Dramatic Relationships,6.0,1,2016,dramatic relationships
[35],399932,en,Quincy Jones: Burning the Light,0.635,2016-06-02,Quincy Jones: Burning the Light,6.0,1,2016,quincy jones burning the light
